Unnamed: 0,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
1130,Imran Tahir,4.0,22,3,13,5.5,8.0,MI,Arun Jaitley Stadium,23 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1131,Ravindra Jadeja,4.0,22,3,9,5.5,8.0,PBKS,Chidambaram,25 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1132,Axar Patel,2.0,11,2,2,5.5,6.0,RCB,IS Bindra Stadium,13 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1133,Shakib Al Hasan,4.0,22,2,12,5.5,12.0,MI,Wankhede Stadium,14 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1134,James Faulkner,4.0,22,2,10,5.5,12.0,DC,Brabourne Stadium,03 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1135,Ravichandran Ashwin,4.0,22,1,8,5.5,24.0,SRH,Chidambaram,11 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1136,Karn Sharma,4.0,22,1,6,5.5,24.0,PBKS,IS Bindra Stadium,27 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1137,Mohit Sharma,4.0,22,1,14,5.5,24.0,KKR,Eden Gardens,30 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1138,Mitchell Starc,4.0,22,1,13,5.5,24.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1139,Mohit Sharma,4.0,22,1,9,5.5,24.0,RCB,JSCA Stadium,22 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1140,Ravindra Jadeja,2.0,11,0,5,5.5,0.0,RCB,Chidambaram,04 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1141,Yusuf Pathan,2.0,11,0,4,5.5,0.0,CSK,Eden Gardens,30 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1142,Deepak Hooda,2.0,11,0,6,5.5,0.0,SRH,ACA-VDCA Stadium,16 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1143,JP Duminy,3.0,17,4,6,5.66,4.5,SRH,ACA-VDCA Stadium,18 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1144,Gurkeerat Mann Singh,3.0,17,2,8,5.66,9.0,KKR,Eden Gardens,09 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1145,Ashish Nehra,3.0,17,1,12,5.66,18.0,PBKS,IS Bindra Stadium,16 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1146,Vinay Kumar,3.0,17,0,9,5.66,0.0,PBKS,IS Bindra Stadium,03 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1147,Moises Henriques,3.0,17,0,8,5.66,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1148,Chris Morris,4.0,23,4,10,5.75,6.0,KKR,Brabourne Stadium,16 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1149,Lasith Malinga,4.0,23,4,13,5.75,6.0,SRH,Wankhede Stadium,25 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1150,Lasith Malinga,4.0,23,3,8,5.75,8.0,CSK,Wankhede Stadium,19 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1151,Ashish Nehra,4.0,23,3,13,5.75,8.0,MI,Wankhede Stadium,17 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1152,Anureet Singh,4.0,23,3,12,5.75,8.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1153,Mitchell Johnson,4.0,23,2,17,5.75,12.0,MI,Wankhede Stadium,12 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1154,Bhuvneshwar Kumar,4.0,23,2,11,5.75,12.0,PBKS,IS Bindra Stadium,27 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1155,Harshal Patel,4.0,23,2,7,5.75,12.0,RR,Narendra Modi Stadium,24 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1156,Pawan Negi,4.0,23,1,7,5.75,24.0,KKR,Eden Gardens,30 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1157,Bipul Sharma,4.0,23,1,8,5.75,24.0,KKR,Eden Gardens,04 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1158,Lasith Malinga,4.0,23,1,11,5.75,24.0,DC,Arun Jaitley Stadium,23 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1159,Mitchell Starc,4.0,24,3,13,6.0,8.0,CSK,Chidambaram,04 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1160,Varun Aaron,4.0,24,2,13,6.0,12.0,DC,Arun Jaitley Stadium,26 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1161,Harshal Patel,2.0,12,2,4,6.0,6.0,PBKS,IS Bindra Stadium,13 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1162,Domnic Joseph,3.0,18,2,12,6.0,9.0,KKR,Arun Jaitley Stadium,20 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1163,Ravindra Jadeja,3.0,18,1,6,6.0,18.0,PBKS,IS Bindra Stadium,16 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1164,Pravin Tambe,3.0,18,1,8,6.0,18.0,DC,Arun Jaitley Stadium,12 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1165,Harbhajan Singh,3.0,18,1,6,6.0,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1166,Domnic Joseph,3.0,18,1,9,6.0,18.0,CSK,Chidambaram,09 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1167,Rishi Dhawan,2.0,12,1,7,6.0,12.0,CSK,IS Bindra Stadium,16 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1168,Andre Russell,4.0,24,1,13,6.0,24.0,DC,Eden Gardens,07 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1169,Mitchell Starc,4.0,24,1,12,6.0,24.0,CSK,M. Chinnaswamy Stadium,22 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1170,Vinay Kumar,3.3,21,0,10,6.0,0.0,KKR,Eden Gardens,08 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1171,Corey Anderson,2.0,12,0,5,6.0,0.0,RR,Narendra Modi Stadium,14 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1172,Stuart Binny,2.0,12,0,4,6.0,0.0,SRH,ACA-VDCA Stadium,16 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1173,Ishwar Pandey,2.0,12,0,6,6.0,0.0,RR,Narendra Modi Stadium,19 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1174,Ravichandran Ashwin,4.0,24,0,13,6.0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1175,Ravindra Jadeja,2.4,16,0,6,6.0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1176,Sandeep Sharma,4.0,25,4,15,6.25,6.0,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1177,Ashish Nehra,4.0,25,3,12,6.25,8.0,DC,Chidambaram,09 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1178,Dwayne Bravo,4.0,25,3,11,6.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1179,Mitchell McClenaghan,4.0,25,3,15,6.25,8.0,CSK,Eden Gardens,24 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1180,Mohit Sharma,4.0,25,3,11,6.25,8.0,RR,Chidambaram,10 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1181,Axar Patel,4.0,25,2,8,6.25,12.0,SRH,IS Bindra Stadium,27 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1182,Pawan Negi,4.0,25,2,10,6.25,12.0,PBKS,IS Bindra Stadium,16 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1183,Dwayne Bravo,4.0,25,2,5,6.25,12.0,SRH,Chidambaram,11 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1184,Lasith Malinga,4.0,25,2,10,6.25,12.0,CSK,Eden Gardens,24 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1185,Nathan Coulter-Nile,4.0,25,2,12,6.25,12.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1186,Sandeep Sharma,4.0,25,1,10,6.25,24.0,RR,Narendra Modi Stadium,21 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1187,Jagadeesha Suchith,4.0,25,1,9,6.25,24.0,SRH,Wankhede Stadium,25 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1188,Amit Mishra,4.0,25,1,7,6.25,24.0,MI,Wankhede Stadium,05 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1189,Shane Watson,4.0,25,1,14,6.25,24.0,DC,Brabourne Stadium,03 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1190,Ravichandran Ashwin,4.0,25,1,8,6.25,24.0,DC,Chidambaram,09 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1191,Sreenath Aravind,4.0,25,1,9,6.25,24.0,CSK,JSCA Stadium,22 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1192,Bhuvneshwar Kumar,4.0,25,0,9,6.25,0.0,RR,ACA-VDCA Stadium,16 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1193,Mitchell McClenaghan,4.0,25,0,7,6.25,0.0,PBKS,IS Bindra Stadium,03 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1194,Anureet Singh,4.0,25,0,6,6.25,0.0,RCB,M. Chinnaswamy Stadium,06 May 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1195,Pat Cummins,4.0,25,0,12,6.25,0.0,CSK,Chidambaram,28 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
1196,Karn Sharma,3.0,19,1,7,6.33,18.0,RR,ACA-VDCA Stadium,16 April 2015,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
