Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
1234,Virat Kohli,17,6,283.33,1,2,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1235,Jos Buttler,17,4,425.0,1,2,KKR,Eden Gardens,13 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1236,Rohit Sharma,17,5,340.0,4,0,KKR,Eden Gardens,13 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1237,MS Dhoni,17,6,283.33,2,1,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1238,Brendon McCullum,17,5,340.0,2,1,MI,Green Park,21 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1239,Krunal Pandya,16,4,400.0,1,2,DC,ACA-VDCA Stadium,15 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1240,Sachin Baby,16,4,400.0,1,2,MI,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1241,Rohit Sharma,16,6,266.66,2,1,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1242,AB de Villiers,16,3,533.33,1,2,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1243,Chris Gayle,16,4,400.0,1,2,SRH,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1244,Chris Gayle,16,6,266.66,1,2,SRH,M. Chinnaswamy Stadium,29 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1245,Aaron Finch,16,5,320.0,4,0,RPS,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1246,Stuart Binny,16,4,400.0,1,2,KKR,M. Chinnaswamy Stadium,02 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1247,KL Rahul,16,4,400.0,1,2,MI,Wankhede Stadium,20 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1248,Thisara Perera,16,6,266.66,2,1,PBKS,ACA-VDCA Stadium,21 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1249,Quinton de Kock,15,4,375.0,2,1,PBKS,Arun Jaitley Stadium,15 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1250,Virat Kohli,15,5,300.0,2,1,GL,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1251,Dwayne Smith,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,24 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1252,Rishabh Pant,15,5,300.0,2,1,GL,Saurashtra Cricket Association Stadium,03 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1253,Harbhajan Singh,15,4,375.0,2,1,RPS,Wankhede Stadium,09 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1254,AB de Villiers,15,4,375.0,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1255,AB de Villiers,15,4,375.0,2,1,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1256,David Warner,15,6,250.0,0,2,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1257,Steve Smith,15,6,250.0,3,0,PBKS,IS Bindra Stadium,17 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1258,Aaron Finch,15,5,300.0,2,1,KKR,Eden Gardens,08 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1259,Virat Kohli,15,4,375.0,0,2,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1260,Shane Watson,15,5,300.0,2,1,DC,M. Chinnaswamy Stadium,17 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1261,AB de Villiers,15,5,300.0,1,1,PBKS,IS Bindra Stadium,09 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1262,David Warner,15,5,300.0,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1263,Rohit Sharma,15,5,300.0,3,0,DC,Arun Jaitley Stadium,23 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1264,Glenn Maxwell,15,4,375.0,2,1,KKR,Eden Gardens,04 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1265,KL Rahul,15,6,250.0,2,1,MI,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1266,Sachin Baby,15,6,250.0,2,1,KKR,M. Chinnaswamy Stadium,02 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1267,Kieron Pollard,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1268,AB de Villiers,15,4,375.0,0,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1269,Wriddhiman Saha,15,5,300.0,3,0,DC,IS Bindra Stadium,07 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1270,Andre Russell,15,6,250.0,0,2,MI,Eden Gardens,13 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1271,Quinton de Kock,15,5,300.0,1,1,PBKS,IS Bindra Stadium,07 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1272,Yusuf Pathan,14,4,350.0,0,2,SRH,Eden Gardens,22 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1273,Aaron Finch,14,4,350.0,2,1,SRH,Arun Jaitley Stadium,27 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1274,Sam Billings,14,4,350.0,0,2,RPS,Arun Jaitley Stadium,05 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1275,Virat Kohli,14,3,466.66,2,1,DC,M. Chinnaswamy Stadium,17 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1276,Suryakumar Yadav,14,6,233.33,1,1,DC,Arun Jaitley Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1277,Aaron Finch,14,5,280.0,1,1,KKR,Eden Gardens,08 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1278,AB de Villiers,14,4,350.0,0,2,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1279,Chris Morris,14,4,350.0,0,2,GL,Arun Jaitley Stadium,27 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1280,Kieron Pollard,14,6,233.33,2,1,RCB,Wankhede Stadium,20 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1281,AB de Villiers,14,6,233.33,2,1,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1282,Marcus Stoinis,14,5,280.0,1,1,GL,Saurashtra Cricket Association Stadium,01 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1283,Dwayne Smith,14,5,280.0,1,1,RCB,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1284,Parthiv Patel,14,6,233.33,3,0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1285,Virat Kohli,14,4,350.0,0,2,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1286,Virat Kohli,14,5,280.0,3,0,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1287,MS Dhoni,14,5,280.0,1,1,DC,Arun Jaitley Stadium,05 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1288,Jos Buttler,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,11 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1289,Gurkeerat Mann Singh,14,4,350.0,0,2,RPS,ACA-VDCA Stadium,21 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1290,Rishabh Pant,14,6,233.33,3,0,GL,Saurashtra Cricket Association Stadium,03 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1291,Marcus Stoinis,14,5,280.0,1,1,RCB,IS Bindra Stadium,09 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1292,Manan Vohra,14,5,280.0,3,0,RPS,IS Bindra Stadium,17 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1293,Virat Kohli,14,5,280.0,1,1,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1294,Stuart Binny,14,5,280.0,2,1,GL,M. Chinnaswamy Stadium,24 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1295,Manan Vohra,14,6,233.33,3,0,GL,IS Bindra Stadium,11 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1296,Dwayne Smith,14,6,233.33,2,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1297,David Warner,14,7,200.0,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1298,Dwayne Bravo,13,4,325.0,3,0,RPS,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1299,Wriddhiman Saha,13,4,325.0,1,1,MI,ACA-VDCA Stadium,13 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1300,Hashim Amla,13,5,260.0,3,0,SRH,IS Bindra Stadium,15 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1301,Shikhar Dhawan,13,6,216.66,3,0,MI,ACA-VDCA Stadium,08 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1302,Deepak Hooda,13,5,260.0,2,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1303,Mitchell McClenaghan,13,4,325.0,0,2,KKR,Eden Gardens,13 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1304,Chris Gayle,13,3,433.33,0,2,PBKS,M. Chinnaswamy Stadium,18 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1305,Shane Watson,13,3,433.33,0,2,RPS,M. Chinnaswamy Stadium,07 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1306,Andre Russell,13,5,260.0,3,0,MI,Wankhede Stadium,28 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1307,Moises Henriques,13,4,325.0,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1308,Pawan Negi,13,6,216.66,1,1,RPS,Arun Jaitley Stadium,05 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1309,Manan Vohra,13,5,260.0,2,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1310,Gautam Gambhir,13,5,260.0,3,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1311,Andre Russell,13,5,260.0,0,2,RPS,Maharashtra Cricket Association's International Stadium,24 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1312,David Warner,13,5,260.0,2,0,GL,Arun Jaitley Stadium,27 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1313,Robin Uthappa,13,6,216.66,3,0,SRH,Eden Gardens,22 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1314,Virat Kohli,13,4,325.0,1,1,GL,M. Chinnaswamy Stadium,14 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1315,Dinesh Karthik,13,5,260.0,2,0,RCB,Saurashtra Cricket Association Stadium,24 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1316,Brendon McCullum,13,5,260.0,0,2,RPS,Saurashtra Cricket Association Stadium,14 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1317,KL Rahul,13,5,260.0,2,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1318,Moises Henriques,13,5,260.0,1,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1319,Krunal Pandya,13,4,325.0,1,1,DC,Arun Jaitley Stadium,23 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1320,Brendon McCullum,13,4,325.0,0,2,DC,Arun Jaitley Stadium,27 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1321,Manish Pandey,13,4,325.0,0,2,SRH,Eden Gardens,22 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1322,Shane Watson,13,5,260.0,3,0,KKR,M. Chinnaswamy Stadium,02 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1323,Karun Nair,13,4,325.0,0,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1324,Manan Vohra,13,5,260.0,3,0,DC,Arun Jaitley Stadium,15 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1325,Bipul Sharma,13,5,260.0,0,2,KKR,Arun Jaitley Stadium,25 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1326,Carlos Brathwaite,13,4,325.0,0,2,RPS,Arun Jaitley Stadium,05 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1327,Steve Smith,13,5,260.0,3,0,MI,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1328,Sanju Samson,13,5,260.0,1,1,MI,Arun Jaitley Stadium,23 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1329,Gautam Gambhir,13,4,325.0,1,1,MI,Wankhede Stadium,28 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1330,Usman Khawaja,13,5,260.0,3,0,DC,ACA-VDCA Stadium,17 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1331,Yuvraj Singh,13,5,260.0,1,1,MI,ACA-VDCA Stadium,08 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1332,Steve Smith,13,4,325.0,1,1,MI,Maharashtra Cricket Association's International Stadium,01 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1333,David Miller,13,6,216.66,0,1,MI,IS Bindra Stadium,25 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1334,Martin Guptill,13,4,325.0,0,2,DC,ACA-VDCA Stadium,15 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1335,Dwayne Bravo,13,5,260.0,3,0,SRH,Arun Jaitley Stadium,27 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1336,Dinesh Karthik,13,4,325.0,3,0,KKR,Eden Gardens,08 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1337,AB de Villiers,13,5,260.0,2,0,PBKS,IS Bindra Stadium,09 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1338,Sam Billings,13,6,216.66,2,0,KKR,Arun Jaitley Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1339,MS Dhoni,13,5,260.0,0,2,GL,Maharashtra Cricket Association's International Stadium,29 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1340,Chris Morris,13,4,325.0,0,2,GL,Arun Jaitley Stadium,27 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1341,Ambati Rayudu,13,4,325.0,1,1,DC,ACA-VDCA Stadium,15 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1342,Axar Patel,13,4,325.0,1,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1343,AB de Villiers,13,4,325.0,3,0,DC,M. Chinnaswamy Stadium,17 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1344,Thisara Perera,13,4,325.0,0,2,DC,Arun Jaitley Stadium,05 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1345,Shakib Al Hasan,13,4,325.0,0,2,GL,Eden Gardens,08 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1346,Karun Nair,13,6,216.66,3,0,KKR,Arun Jaitley Stadium,30 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1347,Harbhajan Singh,13,5,260.0,3,0,RPS,Wankhede Stadium,09 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1348,Kieron Pollard,13,3,433.33,0,2,PBKS,ACA-VDCA Stadium,13 May 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1349,AB de Villiers,13,4,325.0,0,2,SRH,M. Chinnaswamy Stadium,12 April 2016,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1350,Hardik Pandya,28,6,466.66,1,4,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1351,Glenn Maxwell,27,6,450.0,2,3,MI,Holkar Cricket Stadium,20 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1352,Rishabh Pant,26,6,433.33,2,3,KKR,Arun Jaitley Stadium,17 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1353,Sunil Narine,25,6,416.66,1,3,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1354,Kedar Jadhav,24,6,400.0,2,2,DC,M. Chinnaswamy Stadium,08 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1355,Sunil Narine,24,6,400.0,4,1,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1356,Chris Lynn,23,6,383.33,1,3,GL,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1357,Chris Morris,22,5,440.0,2,2,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1358,Rishabh Pant,22,5,440.0,1,3,GL,Arun Jaitley Stadium,04 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1359,Manish Pandey,21,6,350.0,2,2,MI,Wankhede Stadium,09 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1360,Glenn Maxwell,20,5,400.0,0,3,MI,Wankhede Stadium,11 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1361,Chris Lynn,20,5,400.0,1,2,GL,Saurashtra Cricket Association Stadium,07 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1362,Chris Lynn,20,6,333.33,1,2,RCB,M. Chinnaswamy Stadium,07 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1363,Hashim Amla,20,5,400.0,2,2,MI,Holkar Cricket Stadium,20 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1364,Kane Williamson,20,6,333.33,2,1,PBKS,IS Bindra Stadium,28 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1365,Manan Vohra,20,5,400.0,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1366,Chris Gayle,20,5,400.0,2,2,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1367,Ishan Kishan,20,6,333.33,2,2,RCB,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1368,Aaron Finch,19,5,380.0,1,2,RPS,Saurashtra Cricket Association Stadium,14 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1369,Sanju Samson,19,6,316.66,1,2,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1370,Rahul Tripathi,19,5,380.0,0,3,KKR,Eden Gardens,03 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1371,Rahul Tripathi,18,6,300.0,3,1,KKR,Eden Gardens,03 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1372,Sunil Narine,18,6,300.0,3,1,RCB,Eden Gardens,23 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1373,Robin Uthappa,18,5,360.0,1,2,DC,Eden Gardens,28 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1374,Axar Patel,18,6,300.0,2,1,RCB,M. Chinnaswamy Stadium,05 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1375,Manoj Tiwary,18,6,300.0,3,1,RCB,M. Chinnaswamy Stadium,16 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1376,Kedar Jadhav,18,6,300.0,2,1,GL,Saurashtra Cricket Association Stadium,18 April 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
1377,Yuvraj Singh,17,6,283.33,4,0,DC,Arun Jaitley Stadium,02 May 2017,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
